period,return_kind,threshold,holding_period,overlap,cost_bps_side,slippage_bps_side,raw_events,eligible_days,event_n,event_mean,event_median,event_std,event_win_rate,event_min,event_p05,event_p25,event_p75,event_p95,event_max,baseline_n,baseline_mean,baseline_median,baseline_std,baseline_win_rate,baseline_min,baseline_p05,baseline_p25,baseline_p75,baseline_p95,baseline_max,mean_difference,median_difference,win_rate_difference,ci_low,ci_high,p_positive,excess_ci_low,excess_ci_high,p_excess
oos,gross,-0.02,5,nonoverlap,5,5,19,1083,14,0.008289116572149138,-0.0014728883489505407,0.03133945980477723,0.42857142857142855,-0.04079861111111116,-0.027719694190577966,-0.010042610339814434,0.02941495851712439,0.05835500893174642,0.07134674993252998,1083,0.001121890988867797,0.0015045994279532238,0.018642880493576507,0.5290858725761773,-0.06479177082616594,-0.030256504769296942,-0.009837445368981512,0.0136459620421715,0.028785921163785873,0.07216295143192264,0.007167225583281341,-0.0029774877769037644,-0.10051444400474879,-0.006918692000788426,0.025024496240980465,0.1509496834388537,-0.00859237666936167,0.024006128615261794,0.18760413195601466
oos,net,-0.02,5,nonoverlap,5,5,19,1083,14,0.006274552902674408,-0.003467947513088321,0.03127684350147094,0.42857142857142855,-0.04271509740259727,-0.02966231218420303,-0.012020547182292202,0.02735818537323409,0.056240413509305504,0.06920619698561192,1083,-0.0008783525495713908,-0.0004964087627118419,0.018605631981101826,0.4930747922437673,-0.06666031873660316,-0.032194054210317236,-0.011815792131480873,0.01162069538474475,0.026730404837784532,0.07002076771277799,0.007152905452245799,-0.002971538750376479,-0.06450336367233878,-0.008902870438349194,0.022976495249490053,0.2165944685104965,-0.008575209083608686,0.023958164322324203,0.18760413195601466
