Date,Open,High,Low,Close,SourceRow,CloseReturn
2013-02-26,5838.2998046875,5838.85009765625,5748.60009765625,5761.35009765625,39,-0.01595284211003889
2013-02-27,5784.89990234375,5818.2001953125,5749.7001953125,5796.89990234375,40,0.006170394800684376
2013-02-28,5834.35009765625,5849.89990234375,5671.89990234375,5693.0498046875,41,-0.017914764685562745
2013-03-01,5702.4501953125,5739.4501953125,5679.89990234375,5719.7001953125,42,0.004681215084936907
2013-03-04,5704.7001953125,5712.0,5663.60009765625,5698.5,43,-0.0037065221232879253
2013-03-05,5722.4501953125,5790.10009765625,5722.39990234375,5784.25,44,0.01504781960164947
2013-03-06,5816.39990234375,5828.7001953125,5795.0498046875,5818.60009765625,45,0.005938556883995361
2013-03-07,5801.2998046875,5878.0,5801.2998046875,5863.2998046875,46,0.007682209858219213
2013-03-08,5883.64990234375,5952.85009765625,5883.0,5945.7001953125,47,0.014053586439350063
2013-03-11,5946.10009765625,5971.2001953125,5930.35009765625,5942.35009765625,48,-0.0005634488026979856
2013-03-12,5944.60009765625,5952.0,5893.64990234375,5914.10009765625,49,-0.00475401138198539
2013-03-13,5884.7998046875,5893.85009765625,5842.25,5851.2001953125,50,-0.01063558298052436
2013-03-14,5845.9501953125,5920.14990234375,5791.75,5908.9501953125,51,0.009869769974075515
2013-03-15,5914.89990234375,5945.64990234375,5861.0,5872.60009765625,52,-0.006151701479069183
2013-03-18,5816.75,5850.2001953125,5814.35009765625,5835.25,53,-0.0063600614779059095
2013-03-19,5859.5,5863.60009765625,5724.2998046875,5745.9501953125,54,-0.015303509650400615
2013-03-20,5740.5498046875,5745.2998046875,5682.2998046875,5694.39990234375,55,-0.008971587155559457
2013-03-21,5705.89990234375,5757.75,5647.9501953125,5658.75,56,-0.00626051962544405
2013-03-22,5659.7998046875,5691.4501953125,5631.7998046875,5651.35009765625,57,-0.0013076920421912774
2013-03-25,5707.2998046875,5718.39990234375,5624.39990234375,5633.85009765625,58,-0.003096605182407286
2013-03-26,5613.75,5655.2998046875,5612.0498046875,5641.60009765625,59,0.0013756134553923882
2013-03-28,5647.75,5692.9501953125,5604.85009765625,5682.5498046875,60,0.007258527070761689
2013-04-01,5697.35009765625,5720.9501953125,5675.89990234375,5704.39990234375,61,0.0038451220679536213
2013-04-02,5701.7001953125,5754.60009765625,5687.14990234375,5748.10009765625,62,0.007660787472937303
2013-04-03,5740.2001953125,5744.9501953125,5650.10009765625,5672.89990234375,63,-0.013082617566656962
2013-04-04,5640.64990234375,5644.4501953125,5565.64990234375,5574.75,64,-0.017301539606436434
2013-04-05,5568.10009765625,5577.2998046875,5534.7001953125,5553.25,65,-0.003856675187228098
2013-04-08,5550.5,5569.2001953125,5537.0498046875,5542.9501953125,66,-0.001854734558591864
2013-04-09,5568.75,5603.0498046875,5487.0,5495.10009765625,67,-0.008632604654596254
2013-04-10,5536.25,5569.25,5477.2001953125,5558.7001953125,68,0.01157396526468668
2013-04-11,5601.64990234375,5610.64990234375,5542.85009765625,5594.0,69,0.006350370310898912
2013-04-12,5520.7001953125,5544.5,5494.89990234375,5528.5498046875,70,-0.011700070667232776
2013-04-15,5508.5,5592.85009765625,5500.2998046875,5568.39990234375,71,0.007208056192685941
2013-04-16,5562.4501953125,5699.25,5555.85009765625,5688.9501953125,72,0.0216490006254777
2013-04-17,5708.64990234375,5732.14990234375,5669.0,5688.7001953125,73,-4.394483892755652e-05
2013-04-18,5682.7001953125,5794.35009765625,5681.85009765625,5783.10009765625,74,0.0165942832462036
2013-04-22,5789.85009765625,5844.85009765625,5789.7998046875,5834.39990234375,75,0.008870640974775856
2013-04-23,5843.10009765625,5844.2998046875,5791.5498046875,5836.89990234375,76,0.0004284930827240796
2013-04-25,5856.10009765625,5924.60009765625,5853.2998046875,5916.2998046875,77,0.013603094737305366
2013-04-26,5899.75,5907.0498046875,5860.5,5871.4501953125,78,-0.007580685708230228
2013-04-29,5877.60009765625,5918.64990234375,5868.7998046875,5904.10009765625,79,0.005560790138323224
2013-04-30,5932.60009765625,5962.2998046875,5867.7998046875,5930.2001953125,80,0.004420673298985989
2013-05-02,5911.39990234375,6019.4501953125,5910.9501953125,5999.35009765625,81,0.011660635402900743
2013-05-03,5993.5,6000.2998046875,5930.14990234375,5944.0,82,-0.009226015610903193
2013-05-06,5944.89990234375,5976.5,5928.4501953125,5971.0498046875,83,0.004550774678246938
2013-05-07,5983.4501953125,6050.5,5982.9501953125,6043.5498046875,84,0.012141918485269576
2013-05-08,6064.14990234375,6083.5498046875,6024.9501953125,6069.2998046875,85,0.004260740927464202
2013-05-09,6078.35009765625,6084.7001953125,6040.4501953125,6050.14990234375,86,-0.0031552078427498076
2013-05-10,6046.25,6105.2998046875,6045.60009765625,6094.75,87,0.007371734316693912
2013-05-13,6098.2001953125,6104.9501953125,5972.89990234375,5980.4501953125,88,-0.01875381347676275
2013-05-14,5989.7001953125,6026.2001953125,5970.0498046875,5995.39990234375,89,0.002499762817683493
2013-05-15,6018.85009765625,6157.10009765625,6018.85009765625,6146.75,90,0.025244370704460284
2013-05-16,6128.25,6187.2998046875,6128.25,6169.89990234375,91,0.0037662020325781587
2013-05-17,6172.9501953125,6199.9501953125,6146.14990234375,6187.2998046875,92,0.0028201271688605978
2013-05-20,6198.0,6229.4501953125,6146.0498046875,6156.89990234375,93,-0.004913274498306808
2013-05-21,6152.35009765625,6180.25,6102.35009765625,6114.10009765625,94,-0.006951518680887947
2013-05-22,6127.0498046875,6147.60009765625,6074.4501953125,6094.5,95,-0.0032057207672742116
2013-05-23,6050.39990234375,6081.4501953125,5955.7001953125,5967.0498046875,96,-0.020912330020920522
2013-05-24,6010.7001953125,6015.2998046875,5936.7998046875,5983.5498046875,97,0.0027651855674202253
2013-05-27,5989.39990234375,6099.89990234375,5975.5498046875,6083.14990234375,98,0.016645653651653936
2013-05-28,6086.35009765625,6127.64990234375,6055.39990234375,6111.25,99,0.004619333422216654
2013-05-29,6120.4501953125,6125.0498046875,6069.7998046875,6104.2998046875,100,-0.0011372788402536083
2013-05-30,6072.14990234375,6133.75,6072.14990234375,6124.0498046875,101,0.0032354243126841986
2013-05-31,6098.7001953125,6106.25,5975.5498046875,5985.9501953125,102,-0.022550373328005135
2013-06-03,5997.35009765625,6011.0,5916.35009765625,5939.2998046875,103,-0.007793314194550316
2013-06-04,5941.10009765625,5981.60009765625,5910.25,5919.4501953125,104,-0.0033420790375549014
2013-06-05,5908.2998046875,5935.2001953125,5883.7001953125,5923.85009765625,105,0.0007432957789279548
2013-06-06,5895.0,5956.5498046875,5869.5,5921.39990234375,106,-0.0004136153467944048
2013-06-07,5900.0498046875,5972.7001953125,5871.2998046875,5881.0,107,-0.006822694465840606
2013-06-10,5907.89990234375,5931.64990234375,5857.39990234375,5878.0,108,-0.0005101173269852488
2013-06-11,5848.75,5868.0498046875,5780.35009765625,5788.7998046875,109,-0.01517526289766924
2013-06-12,5771.75,5792.89990234375,5738.60009765625,5760.2001953125,110,-0.004940507590509791
2013-06-13,5709.35009765625,5729.85009765625,5683.10009765625,5699.10009765625,111,-0.010607287174840163
2013-06-14,5748.9501953125,5819.39990234375,5739.39990234375,5808.39990234375,112,0.019178432176063964
2013-06-17,5820.39990234375,5854.89990234375,5770.25,5850.0498046875,113,0.007170632711935632
2013-06-18,5841.89990234375,5863.39990234375,5804.2998046875,5813.60009765625,114,-0.006230666105106253
2013-06-19,5805.75,5828.39990234375,5777.89990234375,5822.25,115,0.0014878736408507898
2013-06-20,5754.14990234375,5755.0,5645.64990234375,5655.89990234375,116,-0.028571445344368618
2013-06-21,5639.89990234375,5686.14990234375,5616.85009765625,5667.64990234375,117,0.002077476653207899
2013-06-24,5638.0498046875,5640.0,5566.25,5590.25,118,-0.013656436737869537
2013-06-25,5606.9501953125,5666.25,5570.25,5609.10009765625,119,0.0033719596898618143
2013-06-26,5627.9501953125,5635.25,5579.35009765625,5588.7001953125,120,-0.003636929630169039
2013-06-27,5647.9501953125,5699.35009765625,5630.9501953125,5682.35009765625,121,0.01675700951400083
2013-06-28,5749.5,5852.9501953125,5749.5,5842.2001953125,122,0.02813098364392963
2013-07-01,5834.10009765625,5904.35009765625,5822.2001953125,5898.85009765625,123,0.009696672563395348
2013-07-02,5885.5,5898.7998046875,5852.2998046875,5857.5498046875,124,-0.007001414222266744
2013-07-03,5811.9501953125,5815.0,5760.39990234375,5770.89990234375,125,-0.01479285797525931
2013-07-04,5794.75,5848.2001953125,5786.0498046875,5836.9501953125,126,0.011445406104154454
2013-07-05,5889.9501953125,5900.4501953125,5858.4501953125,5867.89990234375,127,0.005302376411589815
2013-07-08,5833.14990234375,5833.85009765625,5775.5498046875,5811.5498046875,128,-0.009603111606205639
2013-07-09,5834.60009765625,5864.9501953125,5834.60009765625,5859.0,129,0.008164809200159828
2013-07-10,5869.89990234375,5879.35009765625,5802.85009765625,5816.7001953125,130,-0.007219628722904936
2013-07-11,5894.5,5948.85009765625,5887.9501953125,5935.10009765625,131,0.02035516673855131
2013-07-12,6000.5,6019.0,5951.14990234375,6009.0,132,0.012451332096813816
2013-07-15,5991.2001953125,6038.2001953125,5980.9501953125,6030.7998046875,133,0.0036278589927609683
2013-07-16,5930.7998046875,5966.0498046875,5910.9501953125,5955.25,134,-0.012527327574159974
2013-07-17,5972.25,5989.7998046875,5926.75,5973.2998046875,135,0.003030906290667934
2013-07-18,5984.7001953125,6051.10009765625,5974.5498046875,6038.0498046875,136,0.010839904594975858
2013-07-19,6057.2001953125,6066.85009765625,6020.25,6029.2001953125,137,-0.0014656403410467922
2013-07-22,6009.75,6064.14990234375,6004.25,6031.7998046875,138,0.00043116985516933326
2013-07-23,6064.2998046875,6093.35009765625,6061.2998046875,6077.7998046875,139,0.007626247801568509
2013-07-24,6032.2001953125,6047.25,5962.60009765625,5990.5,140,-0.014363718367322642
2013-07-25,5970.39990234375,5990.64990234375,5896.39990234375,5907.5,141,-0.013855270845505419
2013-07-26,5937.9501953125,5944.5,5869.5,5886.2001953125,142,-0.003605553057553945
2013-07-29,5869.9501953125,5886.0,5825.7998046875,5831.64990234375,143,-0.009267488559460024
2013-07-30,5836.0498046875,5861.2998046875,5747.60009765625,5755.0498046875,144,-0.013135235986211136
2013-07-31,5738.35009765625,5752.10009765625,5675.75,5742.0,145,-0.0022675398355147536
2013-08-01,5776.89990234375,5808.5,5676.85009765625,5727.85009765625,146,-0.0024642811465952486
2013-08-02,5750.0498046875,5761.85009765625,5649.0,5677.89990234375,147,-0.008720583545463012
2013-08-05,5682.39990234375,5721.0,5661.5,5685.39990234375,148,0.0013209109228755622
2013-08-06,5664.89990234375,5664.89990234375,5521.7998046875,5542.25,149,-0.025178510712102753
2013-08-07,5549.2998046875,5561.4501953125,5486.85009765625,5519.10009765625,150,-0.00417698630407326
2013-08-08,5510.0498046875,5577.60009765625,5510.0498046875,5565.64990234375,151,0.008434310641922904
2013-08-12,5606.7001953125,5644.10009765625,5557.10009765625,5612.39990234375,152,0.008399737824025477
2013-08-13,5600.25,5704.75,5578.89990234375,5699.2998046875,153,0.01548355495969922
2013-08-14,5715.39990234375,5754.5498046875,5690.2001953125,5742.2998046875,154,0.007544786460370823
2013-08-16,5705.4501953125,5716.60009765625,5496.0498046875,5507.85009765625,155,-0.04082853821736476
2013-08-19,5497.5498046875,5499.64990234375,5360.64990234375,5414.75,156,-0.016903164756765454
2013-08-20,5353.4501953125,5417.7998046875,5306.35009765625,5401.4501953125,157,-0.002456217680871675
2013-08-21,5494.4501953125,5504.10009765625,5268.4501953125,5302.5498046875,158,-0.018309969924526603
2013-08-22,5282.7998046875,5418.9501953125,5254.0498046875,5408.4501953125,159,0.01997159753810962
2013-08-23,5428.75,5478.7998046875,5377.7998046875,5471.75,160,0.011703871238818442
2013-08-26,5499.39990234375,5528.7001953125,5454.4501953125,5476.5,161,0.0008680952163384603
2013-08-27,5426.5,5427.39990234375,5274.25,5287.4501953125,162,-0.03452018710627225
2013-08-28,5233.4501953125,5317.7001953125,5118.85009765625,5285.0,163,-0.00046339827742913897
2013-08-29,5316.5,5428.89990234375,5303.0,5409.0498046875,164,0.023472053867076736
2013-08-30,5407.4501953125,5493.2998046875,5360.2001953125,5471.7998046875,165,0.011600928493137763
2013-09-02,5480.25,5564.89990234375,5478.85009765625,5550.75,166,0.014428560643769517
2013-09-03,5574.7001953125,5580.9501953125,5323.75,5341.4501953125,167,-0.03770658103634639
2013-09-04,5358.64990234375,5460.25,5318.89990234375,5448.10009765625,168,0.01996646948750791
2013-09-05,5553.75,5625.75,5552.7001953125,5592.9501953125,169,0.026587268049381718
2013-09-06,5617.4501953125,5688.60009765625,5566.14990234375,5680.39990234375,170,0.015635702800382845
2013-09-10,5738.5,5904.85009765625,5738.2001953125,5896.75,171,0.03808712438836981
2013-09-11,5887.25,5924.35009765625,5832.7001953125,5913.14990234375,172,0.0027811764690295337
2013-09-12,5931.14990234375,5932.0,5815.7998046875,5850.7001953125,173,-0.01056115743091468
2013-09-13,5828.0,5884.2998046875,5822.89990234375,5850.60009765625,174,-1.7108662708431588e-05
2013-09-16,5930.2998046875,5957.25,5798.14990234375,5840.5498046875,175,-0.0017178225824691085
2013-09-17,5824.2001953125,5857.7998046875,5804.89990234375,5850.2001953125,176,0.0016523085921216207
2013-09-18,5872.75,5916.89990234375,5840.2001953125,5899.4501953125,177,0.008418515325246734
2013-09-19,6044.14990234375,6142.5,6040.14990234375,6115.5498046875,178,0.03663046592828345
2013-09-20,6104.5498046875,6130.9501953125,5932.85009765625,6012.10009765625,179,-0.01691584736207319
2013-09-23,5945.7998046875,5989.39990234375,5871.39990234375,5889.75,180,-0.020350642149811637
2013-09-24,5855.0,5938.39990234375,5854.5498046875,5892.4501953125,181,0.00045845669383259846
2013-09-25,5901.5498046875,5910.5498046875,5811.10009765625,5873.85009765625,182,-0.0031565981959502665
2013-09-26,5872.7998046875,5917.64990234375,5864.10009765625,5882.25,183,0.0014300505127124996
2013-09-27,5905.5498046875,5909.2001953125,5819.2998046875,5833.2001953125,184,-0.008338612722597616
2013-09-30,5801.0498046875,5810.2001953125,5718.5,5735.2998046875,185,-0.016783307163651173
2013-10-01,5756.10009765625,5786.4501953125,5700.9501953125,5780.0498046875,186,0.007802556365654301
2013-10-03,5819.10009765625,5917.60009765625,5802.7001953125,5909.7001953125,187,0.022430670150948462
2013-10-04,5891.2998046875,5950.4501953125,5885.0,5907.2998046875,188,-0.00040617807091192226
2013-10-07,5889.0498046875,5912.0,5825.85009765625,5906.14990234375,189,-0.00019465786091266146
2013-10-08,5975.0,5981.7001953125,5913.0,5928.39990234375,190,0.003767259613774776
2013-10-09,5893.25,6015.5,5877.10009765625,6007.4501953125,191,0.013334170142182522
2013-10-10,6001.0498046875,6033.9501953125,5979.7998046875,6020.9501953125,192,0.0022472096415437903
2013-10-11,6104.85009765625,6107.60009765625,6046.39990234375,6096.2001953125,193,0.012498027314456817
2013-10-14,6093.0,6124.10009765625,6082.89990234375,6112.7001953125,194,0.002706604027322923
2013-10-15,6147.5498046875,6156.2998046875,6056.5498046875,6089.0498046875,195,-0.0038690578417597266
2013-10-17,6098.5,6110.75,6032.5498046875,6045.85009765625,196,-0.007094654899684638
2013-10-18,6070.89990234375,6201.4501953125,6070.89990234375,6189.35009765625,197,0.02373528911271383
2013-10-21,6202.0,6218.9501953125,6163.2998046875,6204.9501953125,198,0.002520474267913464
2013-10-22,6192.2998046875,6220.10009765625,6181.7998046875,6202.7998046875,199,-0.0003465604972340275
2013-10-23,6209.5498046875,6217.9501953125,6116.60009765625,6178.35009765625,200,-0.003941721126123232
2013-10-24,6162.7998046875,6252.4501953125,6142.9501953125,6164.35009765625,201,-0.0022659771263707773
2013-10-25,6154.0,6174.75,6125.9501953125,6144.89990234375,202,-0.0031552710349620483
2013-10-28,6155.10009765625,6168.75,6094.10009765625,6101.10009765625,203,-0.007127830458360185
2013-10-29,6107.5498046875,6228.0498046875,6079.2001953125,6220.89990234375,204,0.019635771052751938
2013-10-30,6230.7998046875,6269.2001953125,6222.60009765625,6251.7001953125,205,0.004951099270564585
2013-10-31,6237.14990234375,6309.0498046875,6235.89990234375,6299.14990234375,206,0.0075898884381608855
2013-11-01,6289.75,6332.60009765625,6286.9501953125,6307.2001953125,207,0.0012779967286942195
2013-11-05,6282.14990234375,6304.75,6244.2998046875,6253.14990234375,208,-0.008569617468131119
2013-11-06,6260.5498046875,6269.7001953125,6208.7001953125,6215.14990234375,209,-0.00607693731854364
2013-11-07,6228.89990234375,6288.9501953125,6180.7998046875,6187.25,210,-0.004489015193861801
2013-11-08,6170.14990234375,6185.14990234375,6120.9501953125,6140.75,211,-0.007515455169905816
2013-11-11,6110.39990234375,6141.64990234375,6067.75,6078.7998046875,212,-0.010088376063591586
2013-11-12,6087.25,6108.7001953125,6011.75,6018.0498046875,213,-0.009993749087304105
2013-11-13,5998.85009765625,6042.25,5972.4501953125,5989.60009765625,214,-0.004727396408233497
2013-11-14,6037.0,6101.64990234375,6036.64990234375,6056.14990234375,215,0.011110892814620632
2013-11-18,6111.0498046875,6196.7998046875,6110.39990234375,6189.0,216,0.02193639520132029
2013-11-19,6197.25,6212.39990234375,6180.2001953125,6203.35009765625,217,0.0023186456061157212
2013-11-20,6186.85009765625,6204.35009765625,6106.9501953125,6122.89990234375,218,-0.01296883039744856
2013-11-21,6096.5,6097.35009765625,5985.39990234375,5999.0498046875,219,-0.020227359524339406
2013-11-22,6027.35009765625,6049.60009765625,5972.7998046875,5995.4501953125,220,-0.0006000299201028847
2013-11-25,6035.9501953125,6123.5,6035.9501953125,6115.35009765625,221,0.019998481921756683
2013-11-26,6099.25,6112.7001953125,6047.75,6059.10009765625,222,-0.009198165125747781
2013-11-27,6062.7001953125,6074.0,6030.2998046875,6057.10009765625,223,-0.00033008202006323817
2013-11-28,6092.0,6112.9501953125,6068.2998046875,6091.85009765625,224,0.00573706880185898
2013-11-29,6103.89990234375,6182.5,6103.7998046875,6176.10009765625,225,0.01382995291240241
2013-12-02,6171.14990234375,6228.7001953125,6171.14990234375,6217.85009765625,226,0.006759929298400413
2013-12-03,6204.25,6225.39990234375,6191.39990234375,6201.85009765625,227,-0.0025732366893230774
2013-12-04,6187.9501953125,6209.14990234375,6149.89990234375,6160.9501953125,228,-0.006594790538263173
2013-12-05,6262.4501953125,6300.5498046875,6232.0,6241.10009765625,229,0.013009341059879276
2013-12-06,6234.39990234375,6275.35009765625,6230.75,6259.89990234375,230,0.0030122581585512176
2013-12-09,6415.0,6415.25,6345.0,6363.89990234375,231,0.01661368418384157
2013-12-10,6354.7001953125,6362.25,6307.5498046875,6332.85009765625,232,-0.004879052965001018
2013-12-11,6307.2001953125,6326.60009765625,6280.25,6307.89990234375,233,-0.003939805131615848
2013-12-12,6276.75,6286.85009765625,6230.5498046875,6237.0498046875,234,-0.011231962896228742
2013-12-13,6201.2998046875,6208.60009765625,6161.39990234375,6168.39990234375,235,-0.011006790789477972
2013-12-16,6168.35009765625,6183.25,6146.0498046875,6154.7001953125,236,-0.0022209498813532402
2013-12-17,6178.2001953125,6190.5498046875,6133.0,6139.0498046875,237,-0.0025428355774208544
2013-12-18,6129.9501953125,6236.0,6129.9501953125,6217.14990234375,238,0.012721854381539055
2013-12-19,6253.89990234375,6263.75,6150.7001953125,6166.64990234375,239,-0.00812269300133206
2013-12-20,6179.9501953125,6284.5,6170.35009765625,6274.25,240,0.017448711919798576
2013-12-23,6267.2001953125,6317.5,6266.9501953125,6284.5,241,0.001633661393792174
2013-12-24,6296.4501953125,6301.5,6262.0,6268.39990234375,242,-0.0025618740800780193
2013-12-26,6270.10009765625,6302.75,6259.4501953125,6278.89990234375,243,0.001675068624143572
2013-12-27,6292.7998046875,6324.89990234375,6289.39990234375,6313.7998046875,244,0.0055582829614344575
2013-12-30,6336.39990234375,6344.0498046875,6273.14990234375,6291.10009765625,245,-0.0035952528957914343
2013-12-31,6307.35009765625,6317.2998046875,6287.2998046875,6304.0,246,0.00205050025329534
2014-01-02,6301.25,6358.2998046875,6211.2998046875,6221.14990234375,248,-0.013142464729735126
2014-01-03,6194.5498046875,6221.7001953125,6171.25,6211.14990234375,249,-0.001607419875260141
2014-01-06,6220.85009765625,6224.7001953125,6170.25,6191.4501953125,250,-0.0031716682644893357
2014-01-07,6203.89990234375,6221.5,6144.75,6162.25,251,-0.00471621258208732
2014-01-08,6178.0498046875,6192.10009765625,6160.35009765625,6174.60009765625,252,0.0020041539464075164
2014-01-09,6181.7001953125,6188.0498046875,6148.25,6168.35009765625,253,-0.0010122113013233403
2014-01-10,6178.85009765625,6239.10009765625,6139.60009765625,6171.4501953125,254,0.0005025813397698808
2014-01-13,6189.5498046875,6288.2001953125,6189.5498046875,6272.75,255,0.01641426269054902
2014-01-14,6260.25,6280.35009765625,6234.14990234375,6241.85009765625,256,-0.004926053540113995
2014-01-15,6265.9501953125,6325.2001953125,6265.2998046875,6320.89990234375,257,0.012664483037998941
2014-01-16,6341.35009765625,6346.5,6299.85009765625,6318.89990234375,258,-0.0003164106426141178
2014-01-17,6306.25,6327.10009765625,6246.35009765625,6261.64990234375,259,-0.00906012136365153
2014-01-20,6261.75,6307.4501953125,6243.35009765625,6303.9501953125,260,0.006755454812783057
2014-01-21,6320.14990234375,6330.2998046875,6297.89990234375,6313.7998046875,261,0.0015624503794975375
2014-01-22,6309.0498046875,6349.9501953125,6287.4501953125,6338.9501953125,262,0.003983400076500443
2014-01-23,6325.9501953125,6355.60009765625,6316.39990234375,6345.64990234375,263,0.0010569111327305425
2014-01-24,6301.64990234375,6331.4501953125,6263.89990234375,6266.75,264,-0.012433699236166218
2014-01-27,6186.2998046875,6188.5498046875,6130.25,6135.85009765625,265,-0.020888004522878645
2014-01-28,6131.85009765625,6163.60009765625,6085.9501953125,6126.25,266,-0.0015645912959830754
2014-01-29,6161.0,6170.4501953125,6109.7998046875,6120.25,267,-0.0009793919608243051
2014-01-30,6067.0,6082.85009765625,6027.25,6073.7001953125,268,-0.00760586653935702
2014-01-31,6082.75,6097.85009765625,6067.35009765625,6089.5,269,0.0026013474783779245
2014-02-03,6058.7998046875,6074.85009765625,5994.4501953125,6001.7998046875,270,-0.014401871305115388
2014-02-04,5947.60009765625,6017.7998046875,5933.2998046875,6000.89990234375,271,-0.0001499387472150282
2014-02-05,6004.25,6028.0498046875,5962.0498046875,6022.39990234375,272,0.003582795972251196
2014-02-06,6028.35009765625,6048.35009765625,5965.39990234375,6036.2998046875,273,0.0023080337687870767
2014-02-07,6077.64990234375,6079.9501953125,6030.89990234375,6063.2001953125,274,0.00445643713788213
2014-02-10,6072.7998046875,6083.0498046875,6046.39990234375,6053.4501953125,275,-0.0016080616977710571
2014-02-11,6072.4501953125,6081.85009765625,6053.25,6062.7001953125,276,0.0015280542007536368
2014-02-12,6085.35009765625,6106.60009765625,6077.39990234375,6084.0,277,0.0035132538310187478
2014-02-13,6087.5498046875,6094.39990234375,5991.10009765625,6001.10009765625,278,-0.013625887959196281
2014-02-14,6023.75,6056.39990234375,5984.60009765625,6048.35009765625,279,0.007873556386512215
2014-02-18,6071.2998046875,6141.7001953125,6066.7998046875,6127.10009765625,281,0.013020079646268501
2014-02-19,6132.0498046875,6160.35009765625,6125.75,6152.75,282,0.004186303787261814
2014-02-20,6127.14990234375,6129.10009765625,6086.4501953125,6091.4501953125,283,-0.009962992919832603
2014-02-21,6108.2998046875,6159.64990234375,6108.0,6155.4501953125,284,0.01050652930713425
2014-02-24,6140.9501953125,6191.85009765625,6130.7998046875,6186.10009765625,285,0.00497931123983264
2014-02-25,6205.7001953125,6216.85009765625,6176.60009765625,6200.0498046875,286,0.0022550082945691496
2014-02-26,6202.4501953125,6245.9501953125,6202.10009765625,6238.7998046875,287,0.006249949794065124
2014-02-28,6228.4501953125,6282.7001953125,6228.10009765625,6276.9501953125,288,0.006115020808383109
2014-03-03,6264.35009765625,6277.75,6212.25,6221.4501953125,289,-0.008841873564879643
